startYear,genres,averageRating,numVotes,count
1931.0,Thriller,8.3,155025.0,1
1932.0,Action,7.4,19900.5,2
1932.0,Adventure,7.1,12195.0,1
1932.0,Comedy,7.5,12664.67,3
1932.0,Crime,7.97,18408.0,3
1932.0,Drama,7.78,26383.75,4
1932.0,Family,7.5,12642.0,1
1932.0,Fantasy,7.2,22037.0,2
1932.0,Film-Noir,8.2,13111.0,1
1932.0,Horror,7.12,20536.67,6
1932.0,Musical,7.5,12642.0,1
1932.0,Romance,7.65,16811.0,2
1932.0,Thriller,7.0,10845.0,1
1933.0,Adventure,7.9,84393.0,1
1933.0,Comedy,7.55,35726.0,2
1933.0,Crime,7.9,12452.0,1
1933.0,Drama,7.3,11787.0,1
1933.0,Horror,7.75,59359.0,2
1933.0,Musical,7.55,35726.0,2
1933.0,Mystery,7.9,12452.0,1
1933.0,Sci-Fi,7.75,59359.0,2
1933.0,Thriller,7.9,12452.0,1
1934.0,Adventure,6.9,11130.0,1
1934.0,Comedy,7.93,49001.67,3
1934.0,Crime,6.85,14992.0,2
1934.0,Drama,7.8,15725.0,1
1934.0,Horror,6.9,11130.0,1
1934.0,Mystery,7.35,24028.0,2
1934.0,Romance,7.95,58901.5,2
1934.0,Thriller,6.8,18854.0,1
1935.0,Action,7.7,14249.0,1
1935.0,Adventure,7.7,18488.5,2
1935.0,Biography,7.7,22728.0,1
1935.0,Comedy,7.75,25802.5,2
1935.0,Crime,7.6,56246.0,1
1935.0,Documentary,7.2,17202.0,1
1935.0,Drama,7.75,35076.0,2
1935.0,History,7.45,15725.5,2
1935.0,Horror,7.8,47424.0,1
1935.0,Music,7.8,32627.0,1
1935.0,Musical,7.75,25802.5,2
1935.0,Mystery,7.6,56246.0,1
1935.0,Romance,7.7,18978.0,1
1935.0,Sci-Fi,7.8,47424.0,1
1935.0,Thriller,7.6,56246.0,1
1936.0,Comedy,7.88,61180.0,5
1936.0,Crime,7.5,13288.33,3
1936.0,Drama,7.94,61555.2,5
1936.0,Film-Noir,7.9,12423.0,1
1936.0,Musical,7.5,13477.0,1
1936.0,Mystery,7.6,10745.0,1
1936.0,Romance,7.95,73788.75,4
1936.0,Thriller,7.25,15186.0,2
1937.0,Adventure,7.6,104101.5,2
1937.0,Animation,7.6,195095.0,1
1937.0,Comedy,7.6,16577.0,2
1937.0,Drama,7.85,24661.0,2
1937.0,Family,7.55,104426.0,2
1937.0,Fantasy,7.6,13108.0,1
1937.0,Musical,7.5,13757.0,1
1937.0,Romance,7.7,19397.0,1
1937.0,War,8.1,36214.0,1
1938.0,Action,7.7,30916.0,2
1938.0,Adventure,7.9,50565.0,1
1938.0,Biography,7.5,11267.0,1
1938.0,Comedy,7.77,34114.0,3
1938.0,Crime,7.9,21363.0,1
1938.0,Drama,7.65,17888.0,4
1938.0,Film-Noir,7.9,21363.0,1
1938.0,Mystery,7.8,51829.0,1
1938.0,Romance,7.7,26404.5,4
1938.0,Thriller,7.8,51829.0,1
1939.0,Adventure,7.4,94619.2,5
1939.0,Comedy,7.72,33432.33,6
1939.0,Crime,7.1,11956.0,2
1939.0,Drama,7.75,50272.75,12
1939.0,Family,8.1,389152.0,1
1939.0,Fantasy,8.1,389152.0,1
1939.0,Film-Noir,7.9,13868.0,1
1939.0,History,8.2,309747.0,1
1939.0,Horror,7.25,10303.5,2
1939.0,Mystery,7.4,10409.0,1
1939.0,Romance,7.76,56486.86,7
1939.0,Sci-Fi,7.1,10198.0,1
1939.0,Thriller,7.4,10409.0,1
1939.0,War,7.2,11877.0,1
1939.0,Western,7.7,29739.0,2
1940.0,Action,7.5,15389.0,2
1940.0,Adventure,7.47,54990.67,3
1940.0,Animation,7.6,118142.0,2
1940.0,Comedy,7.83,88414.5,6
1940.0,Crime,7.6,12977.0,1
1940.0,Drama,8.02,91563.5,6
1940.0,Family,7.53,39260.0,3
1940.0,Fantasy,7.55,53838.0,2
1940.0,Film-Noir,7.85,73942.5,2
1940.0,Mystery,8.1,134908.0,1
1940.0,Romance,7.72,37927.0,5
1940.0,Thriller,7.5,20674.0,1
1940.0,War,8.4,219788.0,1
1941.0,Action,7.5,16842.0,1
1941.0,Adventure,7.53,57426.33,3
1941.0,Animation,7.2,129392.0,1
1941.0,Biography,7.7,18124.0,1
1941.0,Comedy,7.44,16674.8,5
1941.0,Crime,8.0,156567.0,1
1941.0,Drama,7.72,84143.88,8
1941.0,Family,7.7,23871.0,1
1941.0,Film-Noir,7.65,97181.5,2
1941.0,History,7.7,18124.0,1
1941.0,Horror,7.2,26598.0,1
1941.0,Mystery,7.7,163659.25,4
1941.0,Romance,7.4,15949.83,6
1941.0,Thriller,7.3,37796.0,1
1942.0,Adventure,7.3,140234.0,1
1942.0,Animation,7.3,140234.0,1
1942.0,Biography,7.6,13124.5,2
1942.0,Comedy,7.58,18257.0,4
1942.0,Drama,7.67,83244.8,10
1942.0,Family,7.6,15390.0,1
1942.0,Fantasy,7.2,22357.0,1
1942.0,Horror,7.2,22357.0,1
1942.0,Music,7.4,15253.0,1
1942.0,Romance,7.76,85778.25,8
1942.0,Thriller,7.15,23930.5,2
1942.0,War,7.85,159405.0,4
1942.0,Western,8.0,23019.0,1
1943.0,Comedy,7.65,40526.0,2
1943.0,Crime,7.9,70005.0,1
1943.0,Drama,7.68,11997.75,4
1943.0,Fantasy,7.25,11625.5,2
1943.0,Film-Noir,7.8,64521.0,1
1943.0,History,8.1,10098.0,1
1943.0,Horror,7.1,12204.0,1
1943.0,Romance,8.1,14642.0,1
1943.0,Thriller,7.85,67263.0,2
1943.0,War,8.1,14642.0,1
1944.0,Adventure,7.8,34161.0,1
1944.0,Animation,6.3,13878.0,1
1944.0,Comedy,7.15,20985.25,4
1944.0,Crime,7.8,52867.0,4
1944.0,Drama,7.65,40355.75,8
1944.0,Family,6.9,18942.0,2
1944.0,Fantasy,7.2,11016.0,1
1944.0,Film-Noir,7.82,52832.4,5
1944.0,Horror,7.2,11016.0,1
1944.0,Music,7.0,11896.0,1
1944.0,Mystery,7.63,28646.33,3
1944.0,War,7.6,28748.0,1
1945.0,Crime,7.57,19176.0,3
1945.0,Drama,7.76,21255.55,11
1945.0,Fantasy,7.5,13039.0,1
1945.0,Film-Noir,7.68,26016.5,6
1945.0,Horror,7.55,12763.5,2
1945.0,Mystery,7.45,31403.5,2
1945.0,Romance,7.85,29928.25,4
1945.0,Thriller,7.9,21256.5,2
1945.0,War,8.0,26122.0,1
1946.0,Adventure,7.8,24190.0,1
1946.0,Animation,7.0,13724.0,1
1946.0,Comedy,7.0,13724.0,1
1946.0,Crime,7.6,38071.5,4
1946.0,Drama,7.83,72911.73,11
1946.0,Family,7.8,228907.5,2
1946.0,Fantasy,8.17,164000.0,3
1946.0,Film-Noir,7.65,47318.0,6
1946.0,Mystery,7.85,54320.5,2
1946.0,Romance,7.87,44318.83,6
1946.0,War,8.1,62983.0,1
1946.0,Western,7.7,23399.0,1
1947.0,Comedy,7.78,25274.75,4
1947.0,Crime,7.52,19203.17,6
1947.0,Drama,7.59,20955.67,12
1947.0,Family,7.9,47342.0,1
1947.0,Fantasy,7.7,18218.0,2
1947.0,Film-Noir,7.66,21564.0,5
1947.0,Romance,6.85,13731.5,2
1947.0,Thriller,7.6,14735.0,2
1948.0,Action,7.7,40274.0,1
1948.0,Adventure,8.2,122930.0,1
1948.0,Comedy,7.25,14420.5,2
1948.0,Crime,7.72,51569.5,4
1948.0,Drama,7.82,47667.92,13
1948.0,Family,7.3,17410.0,1
1948.0,Fantasy,7.3,17410.0,1
1948.0,Film-Noir,7.45,12347.0,2
1948.0,Music,8.1,34346.0,1
1948.0,Mystery,7.6,75920.0,2
1948.0,Romance,7.72,17461.25,4
1948.0,War,7.8,12194.0,1
1948.0,Western,7.8,57253.67,3
1949.0,Action,7.55,21392.5,2
1949.0,Animation,6.9,15389.0,1
1949.0,Comedy,7.42,22706.0,4
1949.0,Crime,7.97,28763.0,3
1949.0,Drama,7.61,15932.33,9
1949.0,Family,6.9,15389.0,1
1949.0,Film-Noir,7.62,53207.0,4
1949.0,Musical,7.3,17368.0,1
1949.0,Mystery,7.65,90524.0,2
1949.0,Romance,7.38,14929.8,5
1949.0,Thriller,8.1,169236.0,1
1949.0,War,7.7,14541.0,1
1949.0,Western,7.2,17500.0,1
1950.0,Action,7.6,19640.0,1
1950.0,Animation,7.3,156891.0,1
1950.0,Comedy,7.5,25878.0,3
1950.0,Crime,7.96,47730.4,5
1950.0,Drama,7.94,63709.18,11
1950.0,Family,7.3,156891.0,1
1950.0,Fantasy,7.7,74755.33,3
1950.0,Film-Noir,7.77,52617.33,6
1950.0,Mystery,7.75,55973.0,4
1950.0,Romance,7.38,12626.25,4
1950.0,Thriller,7.0,14123.0,1
1950.0,Western,7.43,15530.33,3
1951.0,Adventure,7.55,108239.5,2
1951.0,Animation,7.4,138721.0,1
1951.0,Biography,7.1,15014.0,1
1951.0,Comedy,7.45,76476.0,2
1951.0,Crime,7.7,73156.0,2
1951.0,Drama,7.73,53740.0,10
1951.0,Family,8.1,22684.0,1
1951.0,Fantasy,8.1,22684.0,1
1951.0,Film-Noir,8.0,83690.5,2
1951.0,History,7.1,15014.0,1
1951.0,Horror,7.1,29584.0,1
1951.0,Musical,7.2,33374.0,1
1951.0,Romance,7.53,44486.67,3
1951.0,Sci-Fi,7.45,55303.0,2
1952.0,Biography,7.3,11310.0,1
1952.0,Comedy,7.72,75258.75,4
1952.0,Drama,7.77,35105.11,9
1952.0,Family,6.6,14427.0,1
1952.0,History,7.3,11310.0,1
1952.0,Music,8.0,20063.0,1
1952.0,Musical,8.3,236617.0,1
1952.0,Romance,7.68,64818.0,5
1952.0,Sci-Fi,6.9,14109.0,1
1952.0,Thriller,8.0,103017.0,1
1952.0,War,8.0,12098.0,1
1952.0,Western,8.0,103017.0,1
1953.0,Action,7.0,35178.0,1
1953.0,Adventure,7.75,98349.5,2
1953.0,Animation,7.3,136745.0,1
1953.0,Comedy,7.5,42598.43,7
1953.0,Crime,7.38,19454.75,4
1953.0,Drama,7.34,27013.88,16
1953.0,Family,7.3,136745.0,1
1953.0,Fantasy,8.2,23115.0,1
1953.0,Film-Noir,7.5,19336.0,3
1953.0,History,7.2,11472.0,1
1953.0,Horror,7.0,17939.0,1
1953.0,Musical,7.25,23840.5,2
1953.0,Romance,7.31,34273.22,9
1953.0,Sci-Fi,7.0,35178.0,1
1953.0,Thriller,7.14,26040.29,7
1953.0,War,7.24,29467.4,5
1953.0,Western,7.45,25666.5,2
1954.0,Action,7.6,174998.0,2
1954.0,Adventure,6.93,18309.67,3
1954.0,Animation,7.2,17044.0,1
1954.0,Comedy,7.47,43705.67,3
1954.0,Crime,7.73,111930.33,3
1954.0,Drama,7.57,57471.14,14
1954.0,Family,7.2,33318.0,1
1954.0,Horror,7.2,28252.67,3
1954.0,Musical,7.43,28312.0,3
1954.0,Mystery,7.7,245472.0,2
1954.0,Romance,7.48,33648.25,4
1954.0,Sci-Fi,7.2,28252.67,3
1954.0,Thriller,8.27,268171.0,3
1954.0,War,7.7,27343.0,1
1954.0,Western,7.3,13835.0,2
1955.0,Adventure,7.55,72776.0,2
1955.0,Animation,7.3,132796.0,1
1955.0,Comedy,7.36,34559.67,9
1955.0,Crime,7.56,34429.56,9
1955.0,Drama,7.68,33513.4,15
1955.0,Family,7.8,12756.0,1
1955.0,Film-Noir,7.37,43921.33,3
1955.0,History,7.4,10365.0,1
1955.0,Horror,8.1,65192.0,1
1955.0,Musical,7.05,15091.0,2
1955.0,Mystery,7.4,37830.0,4
1955.0,Romance,7.47,28887.5,6
1955.0,Thriller,7.75,52748.5,2
1955.0,War,7.5,13515.0,2
1955.0,Western,7.3,10800.0,1
1956.0,Adventure,7.46,50674.0,5
1956.0,Biography,7.35,18758.5,2
1956.0,Comedy,6.67,18145.0,3
1956.0,Crime,7.8,50214.0,2
1956.0,Drama,7.58,35455.62,16
1956.0,Family,7.3,48613.0,2
1956.0,Film-Noir,7.7,58303.0,2
1956.0,Horror,7.55,31555.0,2
1956.0,Musical,7.15,20789.5,2
1956.0,Romance,6.65,13630.5,2
1956.0,Sci-Fi,7.6,48673.0,2
1956.0,Thriller,7.68,27864.75,4
1956.0,War,8.3,21547.0,1
1956.0,Western,7.75,63022.0,2
1957.0,Action,7.4,10996.0,1
1957.0,Adventure,7.63,80410.67,3
1957.0,Biography,7.2,15564.0,1
1957.0,Comedy,7.05,22622.0,2
1957.0,Crime,8.17,299760.33,3
1957.0,Drama,7.94,108790.24,17
1957.0,Family,7.3,13402.0,1
1957.0,Fantasy,7.75,97523.0,2
1957.0,Film-Noir,8.0,31361.0,1
1957.0,History,8.1,51362.0,1
1957.0,Horror,6.48,20132.0,4
1957.0,Music,8.2,15542.0,1
1957.0,Musical,7.0,29817.0,1
1957.0,Mystery,7.9,67682.5,2
1957.0,Romance,7.7,45652.25,4
1957.0,Sci-Fi,6.17,22332.0,3
1957.0,Thriller,7.3,15266.5,2
1957.0,War,8.3,142330.33,3
1957.0,Western,7.4,17555.0,2
1958.0,Action,7.38,19363.5,4
1958.0,Adventure,7.4,21973.0,3
1958.0,Comedy,7.4,15502.2,5
1958.0,Crime,7.85,38542.5,4
1958.0,Drama,7.65,26978.92,13
1958.0,Family,7.1,13218.0,1
1958.0,Fantasy,6.8,11129.0,1
1958.0,Film-Noir,8.0,103380.0,1
1958.0,History,7.45,14744.5,2
1958.0,Horror,6.9,24443.67,3
1958.0,Music,7.2,11400.0,1
1958.0,Musical,6.7,22643.0,1
1958.0,Mystery,8.3,393846.0,1
1958.0,Romance,7.51,68588.86,7
1958.0,Sci-Fi,6.7,24389.5,2
1958.0,Thriller,8.1,209388.0,2
1958.0,War,7.55,11716.0,2
1958.0,Western,7.9,17852.0,1
1959.0,Adventure,7.54,146010.2,5
1959.0,Animation,7.2,145978.0,1
1959.0,Biography,7.4,12704.0,1
1959.0,Comedy,7.6,97750.33,3
1959.0,Crime,7.5,54692.67,3
1959.0,Drama,7.78,44062.08,13
1959.0,Family,7.2,58676.33,3
1959.0,Fantasy,7.2,14219.5,2
1959.0,History,8.1,235204.0,1
1959.0,Horror,6.85,18840.0,2
1959.0,Music,7.8,136452.0,2
1959.0,Mystery,7.5,87923.4,5
1959.0,Romance,7.59,51186.0,7
1959.0,Sci-Fi,7.1,12928.0,1
1959.0,Thriller,7.9,168279.0,2
1959.0,War,7.5,11646.33,3
1959.0,Western,8.0,61373.0,1
1960.0,Action,7.7,93698.0,1
1960.0,Adventure,7.4,59861.4,5
1960.0,Biography,8.0,81445.0,2
1960.0,Comedy,7.28,60183.0,5
1960.0,Crime,7.71,26698.71,7
1960.0,Drama,7.76,40116.79,19
1960.0,Family,7.25,13134.0,2
1960.0,History,7.45,22814.5,2
1960.0,Horror,7.31,111580.71,7
1960.0,Music,6.5,22980.0,1
1960.0,Mystery,8.15,340670.5,2
1960.0,Romance,7.87,82640.33,3
1960.0,Sci-Fi,7.4,28758.0,2
1960.0,Sport,8.2,18741.0,1
1960.0,Thriller,7.95,125376.5,6
1960.0,War,7.8,10865.0,1
1960.0,Western,7.7,93698.0,1
1961.0,Action,7.85,85370.0,2
1961.0,Adventure,7.4,107341.5,2
1961.0,Animation,7.3,164588.0,1
1961.0,Biography,7.2,14257.0,1
1961.0,Comedy,7.57,68993.83,6
1961.0,Crime,7.6,112326.0,1
1961.0,Drama,7.69,46497.33,18
1961.0,Family,7.2,21259.0,1
1961.0,History,7.2,14257.0,1
1961.0,Horror,5.53,18565.67,3
1961.0,Musical,7.6,112326.0,1
1961.0,Mystery,7.35,18336.5,2
1961.0,Romance,7.56,40842.0,7
1961.0,Sci-Fi,1.8,11524.0,1
1961.0,Sport,8.0,80986.0,1
1961.0,Thriller,8.2,120645.0,1
1961.0,War,8.3,76133.0,1
1961.0,Western,7.15,15935.5,2
1962.0,Action,7.72,64548.2,5
1962.0,Adventure,7.45,119986.75,4
1962.0,Biography,8.07,107910.0,3
1962.0,Comedy,7.75,15607.75,4
1962.0,Crime,7.82,109778.75,4
1962.0,Drama,7.87,57999.67,24
1962.0,Family,7.8,17305.0,1
1962.0,Fantasy,8.0,32728.0,1
1962.0,History,7.45,35649.0,2
1962.0,Horror,7.55,39481.5,2
1962.0,Music,7.9,21402.0,1
1962.0,Musical,7.8,17305.0,1
1962.0,Mystery,7.77,32982.0,3
1962.0,Romance,7.67,53354.67,3
1962.0,Thriller,7.69,51650.38,8
1962.0,War,8.0,35822.0,1
1962.0,Western,7.5,36232.67,3
1963.0,Action,6.98,52715.0,4
1963.0,Adventure,7.06,72435.5,8
1963.0,Animation,7.1,96352.0,1
1963.0,Biography,7.0,32667.0,1
1963.0,Comedy,7.05,40854.88,8
1963.0,Crime,7.75,47206.0,2
1963.0,Drama,7.72,56716.5,14
1963.0,Family,7.3,27548.0,1
1963.0,Fantasy,6.1,11015.0,2
1963.0,History,7.4,77891.0,4
1963.0,Horror,7.15,61875.5,4
1963.0,Mystery,7.83,78802.25,4
1963.0,Romance,7.28,39199.8,5
1963.0,Sci-Fi,6.6,18022.0,1
1963.0,Thriller,7.15,75322.0,2
1963.0,Western,7.45,18150.0,2
1964.0,Action,7.8,199885.0,2
1964.0,Adventure,6.12,54954.25,4
1964.0,Biography,7.75,13324.0,2
1964.0,Comedy,7.03,81355.9,10
1964.0,Crime,7.24,22071.4,5
1964.0,Drama,7.65,34906.84,19
1964.0,Family,6.07,91603.33,3
1964.0,Fantasy,7.85,93173.0,2
1964.0,History,7.73,21802.0,3
1964.0,Horror,7.32,16064.8,5
1964.0,Musical,7.73,55267.67,3
1964.0,Mystery,7.28,25477.75,4
1964.0,Romance,7.55,18984.5,2
1964.0,Sci-Fi,6.7,19320.0,1
1964.0,Thriller,7.83,41346.14,7
1964.0,War,7.97,178147.33,3
1964.0,Western,7.9,213001.0,1
1965.0,Action,6.95,40611.75,4
1965.0,Adventure,7.16,37529.6,5
1965.0,Biography,7.3,118075.5,2
1965.0,Comedy,7.11,14853.14,7
1965.0,Crime,8.0,23031.0,2
1965.0,Drama,7.56,37475.33,15
1965.0,Family,8.1,225771.0,1
1965.0,Fantasy,7.5,13527.0,1
1965.0,History,6.65,13345.5,2
1965.0,Horror,4.65,31996.5,2
1965.0,Musical,7.1,19764.0,1
1965.0,Mystery,7.0,24899.0,1
1965.0,Romance,7.4,41093.0,3
1965.0,Sci-Fi,4.35,18168.5,2
1965.0,Thriller,7.36,42374.0,5
1965.0,War,7.43,29904.0,4
1965.0,Western,7.37,94389.67,3
1966.0,Action,7.22,21784.25,4
1966.0,Adventure,7.48,140175.0,6
1966.0,Biography,7.85,43522.0,2
1966.0,Comedy,7.26,17965.25,8
1966.0,Crime,7.35,19479.5,2
1966.0,Drama,7.54,34222.61,18
1966.0,Family,6.8,18693.0,1
1966.0,History,7.85,43522.0,2
1966.0,Horror,1.6,36162.0,1
1966.0,Mystery,7.5,61022.0,1
1966.0,Romance,7.39,18427.12,8
1966.0,Sci-Fi,7.2,27140.67,3
1966.0,Thriller,7.33,41233.83,6
1966.0,War,8.0,38322.5,2
1966.0,Western,7.7,202882.5,4
1967.0,Action,7.2,75280.25,4
1967.0,Adventure,7.35,65765.67,6
1967.0,Animation,7.1,94510.0,2
1967.0,Biography,7.8,68743.0,2
1967.0,Comedy,7.36,54638.62,13
1967.0,Crime,7.8,76607.0,5
1967.0,Drama,7.76,50435.12,16
1967.0,Horror,7.05,20838.0,2
1967.0,Music,7.5,55387.0,1
1967.0,Musical,7.7,10055.0,1
1967.0,Mystery,7.45,42619.0,2
1967.0,Romance,7.52,86222.75,4
1967.0,Sci-Fi,7.0,10224.0,1
1967.0,Thriller,7.42,58358.5,4
1967.0,War,7.7,71898.0,1
1967.0,Western,7.4,12358.0,1
1968.0,Action,7.13,47436.0,3
1968.0,Adventure,7.22,126799.0,8
1968.0,Animation,7.3,19499.5,2
1968.0,Biography,7.6,26835.5,2
1968.0,Comedy,7.02,24169.44,9
1968.0,Crime,7.02,33315.25,4
1968.0,Drama,7.32,32960.81,16
1968.0,Family,6.93,33098.67,3
1968.0,Fantasy,6.35,40029.5,2
1968.0,History,7.3,20915.0,2
1968.0,Horror,7.52,91795.75,4
1968.0,Musical,7.4,37922.0,1
1968.0,Mystery,7.0,13499.0,1
1968.0,Romance,7.37,23282.67,3
1968.0,Sci-Fi,8.15,413825.0,2
1968.0,Sport,6.5,15869.0,1
1968.0,Thriller,7.27,67949.0,3
1968.0,War,6.6,35170.5,2
1968.0,Western,7.73,125701.33,3
1969.0,Action,7.2,60371.5,4
1969.0,Adventure,7.45,59751.83,6
1969.0,Biography,7.8,111856.0,2
1969.0,Comedy,7.35,19184.5,8
1969.0,Crime,7.78,66231.2,5
1969.0,Drama,7.46,47301.36,14
1969.0,Family,7.9,20609.0,1
1969.0,Fantasy,6.8,16010.0,1
1969.0,History,7.1,16355.67,3
1969.0,Musical,6.8,14386.5,2
1969.0,Romance,7.5,11714.5,2
1969.0,Thriller,7.07,45354.0,3
1969.0,War,8.1,23209.0,1
1969.0,Western,7.6,47234.33,3
1970.0,Action,6.82,27400.5,4
1970.0,Adventure,6.51,41431.57,7
1970.0,Animation,7.1,102006.0,1
1970.0,Biography,7.55,55586.0,2
1970.0,Comedy,6.73,38495.11,9
1970.0,Crime,7.42,14603.5,4
1970.0,Documentary,7.95,14489.5,2
1970.0,Drama,7.31,27993.47,19
1970.0,Family,7.5,10857.0,1
1970.0,Fantasy,5.4,14550.5,2
1970.0,History,7.8,25562.5,2
1970.0,Horror,7.1,20684.0,1
1970.0,Music,7.33,13348.0,3
1970.0,Mystery,7.1,20684.0,1
1970.0,Romance,7.13,24021.33,3
1970.0,Sci-Fi,6.0,46384.0,1
1970.0,Thriller,7.35,19135.0,4
1970.0,War,7.28,47776.67,6
1970.0,Western,7.1,21022.0,3
1971.0,Action,6.95,56179.0,10
1971.0,Adventure,6.98,44286.5,4
1971.0,Animation,7.0,37045.0,1
1971.0,Biography,7.8,15855.0,1
1971.0,Comedy,7.39,29018.25,8
1971.0,Crime,7.47,128596.2,10
1971.0,Drama,7.42,30967.72,25
1971.0,Family,7.9,119579.0,2
1971.0,Fantasy,7.8,196103.0,1
1971.0,History,7.43,13475.0,3
1971.0,Horror,6.73,12369.33,3
1971.0,Musical,7.97,90876.33,3
1971.0,Mystery,6.85,21115.5,4
1971.0,Romance,7.77,48282.33,3
1971.0,Sci-Fi,6.98,192471.4,5
1971.0,Thriller,7.05,42196.14,14
1971.0,War,7.53,22781.0,3
1971.0,Western,7.37,21832.5,4
1972.0,Action,7.1,35072.71,7
1972.0,Adventure,7.33,42923.86,7
1972.0,Animation,6.2,12621.0,1
1972.0,Biography,7.9,56354.0,1
1972.0,Comedy,7.04,22951.82,11
1972.0,Crime,7.06,376644.8,5
1972.0,Drama,7.34,145201.44,16
1972.0,Horror,6.55,19125.25,4
1972.0,Music,7.7,53953.0,1
1972.0,Musical,7.7,53953.0,1
1972.0,Mystery,7.45,41468.75,4
1972.0,Romance,7.22,29958.5,4
1972.0,Sci-Fi,6.8,34894.6,5
1972.0,Thriller,7.16,42756.14,7
1972.0,Western,7.1,21298.0,3
1973.0,Action,6.91,48557.3,10
1973.0,Adventure,7.37,48589.57,7
1973.0,Animation,7.37,58418.0,3
1973.0,Biography,7.63,89610.33,3
1973.0,Comedy,7.6,54341.0,14
1973.0,Crime,7.56,81040.92,13
1973.0,Documentary,7.7,16647.0,1
1973.0,Drama,7.51,51270.11,28
1973.0,Fantasy,7.8,30105.0,2
1973.0,History,7.3,27011.0,1
1973.0,Horror,7.12,93678.5,6
1973.0,Musical,7.3,27011.0,1
1973.0,Mystery,7.28,62599.4,5
1973.0,Romance,7.37,19425.33,3
1973.0,Sci-Fi,6.91,36274.43,7
1973.0,Thriller,7.21,59304.14,7
1973.0,Western,7.33,33508.67,3
1974.0,Action,6.78,31640.67,9
1974.0,Adventure,6.92,36860.0,4
1974.0,Biography,7.65,16756.5,2
1974.0,Comedy,7.4,43121.4,10
1974.0,Crime,7.38,146020.6,10
1974.0,Drama,7.18,85269.96,25
1974.0,Fantasy,6.55,20719.0,2
1974.0,History,7.3,14067.5,2
1974.0,Horror,7.25,98123.5,2
1974.0,Mystery,7.6,132525.5,4
1974.0,Romance,7.05,19639.0,6
1974.0,Sci-Fi,6.0,23318.0,2
1974.0,Thriller,6.96,64715.45,11
1974.0,Western,7.7,136400.0,1
1975.0,Action,6.98,26052.67,6
1975.0,Adventure,7.7,178728.0,8
1975.0,Animation,8.4,13256.0,1
1975.0,Biography,8.07,108575.0,3
1975.0,Comedy,7.59,73991.46,13
1975.0,Crime,7.21,51026.38,8
1975.0,Documentary,7.6,13568.0,1
